DateStock,No_,Description,Gen_Prod_Posting Group,Quantité,Cout,Site,Encours,Nom abrégé,GroupeItem,GroupeClient,Quantit
05-04-2026,ART-1582,Article Industriel 582 Metallurgie,EMBALLAGE,404.08,627.27,MAGASIN CENTRAL,0,ART-582,METALLURGIE,DIVERS_LOCAL,404.08
2026-01-31,ART-1017,Capteur de Pression 0-10 Bar,COMPOSANT,309.87,635.77,ATELIER 1,0,CAPT-PRES10,ELECTRONIQUE,DIVERS_LOCAL,309.87
2026-04-15,ART-1157,Article Industriel 157 Hydraulique,EMBALLAGE,1411.24,201.24,MAGASIN CENTRAL,0,ART-157,HYDRAULIQUE,DIVERS_LOCAL,1411.24
2026-04-30,ART-1644,Article Industriel 644 Electronique,MAT_PREM,1167.56,435.39,DEPOT A,0,ART-644,electronique,DIVERS_LOCAL,1167.56
2026-02-28,ART-1278,Article Industriel 278 Metallurgie,ACHAT_DIR,1098.36,353.58,DEPOT NORD,0,ART-278,METALLURGIE,DIVERS_LOCAL,1098.36
2026-04-05,ART-1309,Article Industriel 309 Divers,MAT_PREM,160.39,234.65,DEPOT A,0,ART-309,DIVERS,CLIENT_AUTO,160.39
2026-02-05,ART-1623,Article Industriel 623 Hydraulique,PROD_FINI,731.47,511.16,DEPOT B,0,ART-623,HYDRAULIQUE,INTERNE,731.47
2026-04-30,ART-1699,Article Industriel 699 Electronique,MAT_PREM,710.37,44.77,DEPOT B,0,ART-699,ELECTRONIQUE,CLIENT_AUTO,710.37
2026-02-28,ART-1265,Article Industriel 265 Emballage,MAT_PREM,543.8,500.07,MAGASIN CENTRAL,0,ART-265,EMBALLAGE,DIVERS_LOCAL,543.8
2026-04-30,ART-1478,Article Industriel 478 Hydraulique,PROD_FINI,1095.38,143.75,DEPOT NORD,0,ART-478,HYDRAULIQUE,CLIENT_AERO,1095.38
2026-01-15,ART-1104,Article Industriel 104 Emballage,COMPOSANT,1193.98,136.52,DEPOT NORD,0,ART-104,EMBALLAGE,EXPORT_EU,1193.98
2026-01-05,ART-1229,Article Industriel 229 Plastique   ,COMPOSANT,1466.14,510.99,DEPOT NORD,0,ART-229,PLASTIQUE,INTERNE,1466.14
2026-02-15,ART-1752,Article Industriel 752 Visserie,COMPOSANT,878.27,434.24,MAGASIN CENTRAL,0,ART-752,VISSERIE,DIVERS_LOCAL,878.27
2026-03-15,ART-1199,Article Industriel 199 Divers,PROD_FINI,1331.21,27.01,ATELIER 1,0,ART-199,DIVERS,CLIENT_AUTO,1331.21
2026-01-15,ART-1202,Article Industriel 202 Visserie,EMBALLAGE,927.23,180.33,DEPOT B,0,ART-202,VISSERIE,CLIENT_AUTO,927.23
2026-01-15,ART-1615,Article Industriel 615 Emballage,ACHAT_DIR,305.09,619.76,DEPOT A,0,ART-615,EMBALLAGE,EXPORT_EU,305.09
2026-03-15,ART-1415,Article Industriel 415 Emballage,PROD_FINI,1461.78,545.59,ATELIER 1,0,ART-415,EMBALLAGE,INTERNE,1461.78
2026-03-15,ART-1135,Article Industriel 135 Metallurgie,COMPOSANT,1485.31,23.87,ATELIER 1,1,ART-135,METALLURGIE,DIVERS_LOCAL,1485.31
2026-01-31,ART-1444,Article Industriel 444 Hydraulique,COMPOSANT,596.48,310.56,DEPOT NORD,0,ART-444,HYDRAULIQUE,INTERNE,596.48
2026-01-31,ART-1455,Article Industriel 455 Emballage,COMPOSANT,1208.14,199.98,DEPOT A,0,ART-455,EMBALLAGE,DIVERS_LOCAL,1208.14
2026-04-30,ART-1194,Article Industriel 194 Divers,MAT_PREM,910.15,483.35,ATELIER 1,0,ART-194,DIVERS,EXPORT_EU,910.15
2026-01-05,,Article Industriel 310 Hydraulique,COMPOSANT,588.4,647.26,MAGASIN CENTRAL,0,ART-310,HYDRAULIQUE,EXPORT_EU,588.4
2026-01-15,ART-1274,Article Industriel 274 Metallurgie,COMPOSANT,1107.3 u,132.89,DEPOT B,0,ART-274,METALLURGIE,DIVERS_LOCAL,1107.3
2026-01-31,ART-1507,Article Industriel 507 Electronique,MAT_PREM,400.45,274.63,DEPOT NORD,0,ART-507,ELECTRONIQUE,EXPORT_EU,400.45
2026-03-05,ART-1734,Article Industriel 734 Visserie,PROD_FINI,124.6,404.51,DEPOT B,0,ART-734,VISSERIE,INTERNE,124.6
2026-03-05,ART-1398,Article Industriel 398 Hydraulique,MAT_PREM,491.66,111.15,DEPOT B,0,ART-398,HYDRAULIQUE,INTERNE,491.66
2026-02-15,ART-1549,Article Industriel 549 Hydraulique,ACHAT_DIR,1086.18,144.03,ATELIER 1,0,ART-549,HYDRAULIQUE,EXPORT_EU,1086.18
2026-03-15,ART-1434,Article Industriel 434 Visserie,EMBALLAGE,683.26,305.31,ATELIER 1,99,ART-434,VISSERIE,EXPORT_EU,683.26
2026-02-05,ART-1139,Article Industriel 139 Visserie,COMPOSANT,19.53,298.78,DEPOT B,0,ART-139,VISSERIE,EXPORT_EU,19.53
2026-02-28,ART-1281,Article Industriel 281 Plastique,ACHAT_DIR,196.07,93.23,DEPOT B,0,ART-281,PLASTIQUE,INTERNE,196.07
2026-03-31,ART-1279,Article Industriel 279 Hydraulique,MAT_PREM,1487.75,171.99,ATELIER 1,1,ART-279,HYDRAULIQUE,INTERNE,1487.75
2026-02-28,ART-1697,Article Industriel 697 Electronique,PROD_FINI,"967,39",268.7,DEPOT B,0,ART-697,ELECTRONIQUE,CLIENT_AUTO,967.39
2026-03-15,ART-1102,Article Industriel 102 Electronique,ACHAT_DIR,1427.29,,DEPOT B,0,ART-102,ELECTRONIQUE,CLIENT_AERO,1427.29
2026-01-15,ART-1573,Article Industriel 573 Hydraulique,EMBALLAGE,951.21,347.86,DEPOT A,0,ART-573,HYDRAULIQUE,EXPORT_EU,951.21
2026-03-15,ART-1491,Article Industriel 491 Hydraulique,MAT_PREM,621.45,154.97,ATELIER 1,1,ART-491,HYDRAULIQUE,DIVERS_LOCAL,621.45
2026-01-05,ART-1489,Article Industriel 489 Hydraulique,PROD_FINI,364.68,105.01,DEPOT NORD,1,ART-489,HYDRAULIQUE,INTERNE,364.68
2026-03-31,ART-1671,Article Industriel 671 Metallurgie,COMPOSANT,581.11,167.96,DEPOT A,0,ART-671,METALLURGIE,CLIENT_AUTO,581.11
2026-02-15,ART-1218,Article Industriel 218 Visserie,PROD_FINI,1355.28,511.88,DEPOT B,1,ART-218,VISSERIE,INTERNE,1355.28
2026-03-15,ART-1723,Article Industriel 723 Electronique,COMPOSANT,615.23,268.51,ATELIER 1,1,ART-723,  ELECTRONIQUE  ,EXPORT_EU,615.23
2026-02-15,ART-1569,Article Industriel 569 Electronique,MAT_PREM,1245.22,295.75,MAGASIN CENTRAL,0,ART-569,ELECTRONIQUE,CLIENT_AERO,1245.22
2026-03-31,ART-1719,Article Industriel 719 Emballage,EMBALLAGE,1176.07,394.92,DEPOT A,0,ART-719,EMBALLAGE,CLIENT_AUTO,1176.07
2026-02-28,ART-1085,ARTICLE INDUSTRIEL 85 ELECTRONIQUE,ACHAT_DIR,348.14,616.73,DEPOT NORD,0,ART-85,ELECTRONIQUE,CLIENT_AUTO,348.14
2026-03-05,ART-1073,Article Industriel 73 Electronique,ACHAT_DIR,1340.68,217.39,DEPOT A,0,ART-73,ELECTRONIQUE,EXPORT_EU,1340.68
2026-01-05,ART-1525,article industriel 525 hydraulique,MAT_PREM,1243.03,271.3,DEPOT A,0,ART-525,HYDRAULIQUE,CLIENT_AERO,1243.03
2026-01-31,ART-1073,Article Industriel 73 Electronique,ACHAT_DIR,1453.55,204.23,ATELIER 1,1,ART-73,ELECTRONIQUE,DIVERS_LOCAL,1453.55
2026-04-15,ART-1199, Article Industriel 199 Divers,PROD_FINI,734.08,547.29,MAGASIN CENTRAL,0,ART-199,DIVERS,CLIENT_AERO,734.08
2026-01-15,ART-1322,Article Industriel 322 Emballage,PROD_FINI,408.42,395.45,MAGASIN CENTRAL,0,ART-322,EMBALLAGE,CLIENT_AUTO,408.42
2026-01-15,ART-1011,Plaque Aluminium 5083 10mm,MAT_PREM,992.84,462.79,ATELIER 1,99,PLAQ-ALU10,METALLURGIE,INTERNE,992.84
2026-02-28,ART-1726,Article Industriel 726 Visserie,PROD_FINI,928.0,562.32,DEPOT NORD,0,ART-726,VISSERIE,,928.0
2026-03-05,ART-1795,Article Industriel 795 Visserie,MAT_PREM,1358.01,360.95,DEPOT A,0,ART-795,VISSERIE,INTERNE,1358.01
2026-01-05,ART-1666,Article Industriel 666 Visserie,ACHAT_DIR,38.9,89.02,MAGASIN CENTRAL,0,ART-666,VISSERIE,EXPORT_EU,38.9
2026-04-15,ART-1087,Article Industriel 87 Electronique,ACHAT_DIR,1312.36,473.35,MAGASIN CENTRAL,0,ART-87,ELECTRONIQUE,EXPORT_EU,1312.36
2026-02-05,ART-1735,Article Industriel 735 Visserie,MAT_PREM,1441.35,494.36,DEPOT A,0,ART-735,VISSERIE,CLIENT_AERO,1441.35
2026-03-15,ART-1289,Article Industriel 289 Plastique,COMPOSANT,679.43,156.33,DEPOT NORD,0,ART-289,PLASTIQUE,DIVERS_LOCAL,679.43
2026-03-31,ART-1589,Article Industriel 589 Divers,PROD_FINI,799.76,521.19,DEPOT B,0,ART-589,DIVERS,CLIENT_AUTO,799.76
2026-03-05,ART-1297,Article Industriel 297 Electronique,MAT_PREM,751.37,314.96,MAGASIN CENTRAL,0,ART-297,ELECTRONIQUE,DIVERS_LOCAL,751.37
2026-01-15,ART-1290,,EMBALLAGE,522.16,280.93,ATELIER 1,0,ART-290,VISSERIE,INTERNE,522.16
2026-04-05,ART-1717,Article Industriel 717 Emballage,ACHAT_DIR,289.21,340.15,DEPOT NORD,0,ART-717,EMBALLAGE,CLIENT_AUTO,289.21
2026-03-31,ART-1303,Article Industriel 303 Divers,PROD_FINI,389.07,366.86,DEPOT A,0,ART-303,divers,CLIENT_AUTO,389.07
2026-04-05,ART-1439,Article Industriel 439 Electronique,COMPOSANT,935.99,268.91,MAGASIN CENTRAL,0,ART-439,ELECTRONIQUE,CLIENT_AUTO,935.99
2026-02-05,ART-1474,Article Industriel 474 Electronique,ACHAT_DIR,798.55,255.46,MAGASIN CENTRAL,0,ART-474,ELECTRONIQUE,DIVERS_LOCAL,798.55
2026-02-05,ART-1243,Article Industriel 243 Visserie,MAT_PREM,753.32,528.05,DEPOT B,0,ART-243,VISSERIE,EXPORT_EU,753.32
2026-01-31,ART-1217,Article Industriel 217 Plastique,COMPOSANT,525.27,98.64,DEPOT B,1,ART-217,PLASTIQUE,CLIENT_AERO,525.27
2026-03-15,ART-1218,Article Industriel 218 Visserie,PROD_FINI,0,400.9,MAGASIN CENTRAL,1,ART-218,VISSERIE,CLIENT_AUTO,25.76
2026-02-05,ART-1076,Article Industriel 76 Plastique,MAT_PREM,506.21,87.66,DEPOT B,0,ART-76,PLASTIQUE,DIVERS_LOCAL,506.21
2026-03-05,ART-1747,Article Industriel 747 Hydraulique,MAT_PREM,1438.54,-258.8,DEPOT B,0,ART-747,HYDRAULIQUE,INTERNE,1438.54
2026-03-05,ART-1454,Article Industriel 454 Plastique,COMPOSANT,428.76,396.45,DEPOT B,1,ART-454,PLASTIQUE,EXPORT_EU,428.76
2026-04-05,ART-1368,Article Industriel 368 Metallurgie,MAT_PREM,505.92,78.68,MAGASIN CENTRAL,0,ART-368,METALLURGIE,INTERNE,505.92
2026-02-15,ART-1303,Article Industriel 303 Divers,PROD_FINI,677.48,370.22,ATELIER 1,1,ART-303,DIVERS,CLIENT_AUTO,677.48
2026-03-31,ART-1408,Article Industriel 408 Plastique,PROD_FINI,725.39,327.98,MAGASIN CENTRAL,0,ART-408,PLASTIQUE,CLIENT_AUTO,725.39
2026-02-15,ART-1290,Article Industriel 290 Visserie,EMBALLAGE,820.2,389.35,DEPOT NORD,0,ART-290,VISSERIE,INTERNE,820.2
2026-01-05,ART-1291,Article Industriel 291 Visserie,ACHAT_DIR,806.39,306.97,DEPOT B,0,ART-291,VISSERIE,INTERNE,806.39
2026-04-05,ART-1349,Article Industriel 349 Metallurgie,PROD_FINI,472.05,405.42,DEPOT NORD,0,ART-349,METALLURGIE,EXPORT_EU,472.05
2026-04-15,ART-1768,Article Industriel 768 Emballage,ACHAT_DIR,758.26,599.38,DEPOT B,0,ART-768,EMBALLAGE,EXPORT_EU,758.26
2026-02-05,ART-1757,Article Industriel 757 Visserie,PROD_FINI,189.21,65.97,DEPOT A,1,ART-757,VISSERIE,CLIENT_AERO,189.21
2026-01-31,ART-1037,Article Industriel 37 Plastique,ACHAT_DIR,1379.31,80.98,ATELIER 1,1,ART-37,PLASTIQUE,CLIENT_AUTO,1379.31
2026-03-15,ART-1491,Article Industriel 491 Hydraulique,MAT_PREM,151.72,211.42,DEPOT NORD,0,ART-491,HYDRAULIQUE,INTERNE,151.72
2026-01-31,ART-1744,Article Industriel 744 Metallurgie,MAT_PREM,115.18,621.2,DEPOT B,1,ART-744,METALLURGIE,CLIENT_AERO,115.18
2026-03-05,ART-1021,Film Étirable Palette 23µm,EMBALLAGE,1236.01,387.59,DEPOT NORD,0,FILM-ETIR23,EMBALLAGE,EXPORT_EU,1236.01
2026-04-15,ART-1208,Article Industriel 208 Metallurgie,PROD_FINI,1062.62,361.7,DEPOT B,0,ART-208,METALLURGIE,DIVERS_LOCAL,1062.62
2026-03-05,ART-1175,Article Industriel 175 Plastique,EMBALLAGE,1131.11,195.29,ATELIER 1,1,ART-175,PLASTIQUE,DIVERS_LOCAL,1131.11
2026-02-05,ART-1775,Article Industriel 775 Hydraulique,PROD_FINI,721.87,99.12,ATELIER 1,0,ART-775,HYDRAULIQUE,INTERNE,721.87
2026-03-05,ART-1283,Article Industriel 283 Visserie,ACHAT_DIR,929.93,620.77,DEPOT NORD,1,ART-283,VISSERIE,EXPORT_EU,929.93
2026-03-15,ART-1356,Article Industriel 356 Hydraulique,EMBALLAGE,1266.47,364.37,DEPOT A,0,ART-356,HYDRAULIQUE,CLIENT_AUTO,1266.47
2026-04-05,ART-1531,Article Industriel 531 Metallurgie,COMPOSANT,482.04,413.79,DEPOT B,0,ART-531,METALLURGIE,EXPORT_EU,482.04
2026-02-28,ART-1497,Article Industriel 497 Electronique,EMBALLAGE,767.45,403.45,DEPOT NORD,0,ART-497,ELECTRONIQUE,DIVERS_LOCAL,767.45
2026-02-28,ART-1218,Article Industriel 218 Visserie,PROD_FINI,241.33,246.39,MAGASIN CENTRAL,0,ART-218,VISSERIE,EXPORT_EU,241.33
2026-03-31,ART-1103,Article Industriel 103 Emballage,COMPOSANT,701.9,523.45,ATELIER 1,0,ART-103,EMBALLAGE,CLIENT_AUTO,701.9
2026-02-15,ART-1295,Article Industriel 295 Visserie,COMPOSANT,16.07,441.4,DEPOT A,0,ART-295,VISSERIE,CLIENT_AERO,16.07
2026-04-30,ART-1742,Article Industriel 742 Metallurgie,ACHAT_DIR,771.36,558.5,MAGASIN CENTRAL,0,ART-742,METALLURGIE,DIVERS_LOCAL,771.36
2026-01-31,ART-1687,Article Industriel 687 Hydraulique,COMPOSANT,1190.2,294.1,DEPOT B,0,ART-687,HYDRAULIQUE,CLIENT_AERO,1190.2
2026-03-31,ART-1142,Article Industriel 142 Divers,PROD_FINI,75.91,218.09,MAGASIN CENTRAL,1,ART-142,DIVERS,INTERNE,75.91
2026-01-31,ART-1044,Article Industriel 44 Plastique,PROD_FINI,363.81,398.53,ATELIER 1,99,ART-44,PLASTIQUE,EXPORT_EU,363.81
2026-04-30,ART-1279,Article Industriel 279 Hydraulique,MAT_PREM,1467.05,455.82,DEPOT A,1,ART-279,HYDRAULIQUE,INTERNE,1467.05
2026-02-28,ART-1461,Article Industriel 461 Electronique,EMBALLAGE,1220.83,440.31,DEPOT B,0,ART-461,ELECTRONIQUE,INTERNE,1220.83
2026-03-05,ART-1411,Article Industriel 411 Metallurgie,COMPOSANT,1055.83,523.46,DEPOT B,0,ART-411,METALLURGIE,CLIENT_AERO,1055.83
2026-02-05,ART-1592,Article Industriel 592 Visserie,MAT_PREM,518.93,640.0,DEPOT A,1,ART-592,VISSERIE,CLIENT_AUTO,518.93
2026-01-31,ART-1459,Article Industriel 459 Divers,PROD_FINI,1457.43,354.58,MAGASIN CENTRAL,99,ART-459,DIVERS,DIVERS_LOCAL,1457.43
2026-01-31,ART-1537,Article Industriel 537 Electronique,PROD_FINI,405.89,610.61,ATELIER 1,0,ART-537,ELECTRONIQUE,CLIENT_AERO,405.89
2026-01-15,ART-1328,Article Industriel 328 Emballage,MAT_PREM,1006.11,59.68,ATELIER 1,0,ART-328,EMBALLAGE,EXPORT_EU,1006.11
2026-02-28,ART-1637,Article Industriel 637 Metallurgie,MAT_PREM,707.45,64.83,ATELIER 1,0,ART-637,METALLURGIE,INTERNE,707.45
2026-01-31,ART-1428,Article Industriel 428 Hydraulique,ACHAT_DIR,1099.69,206.55,DEPOT A,0,ART-428,HYDRAULIQUE,CLIENT_AERO,1099.69
2026-04-05,ART-1407,Article Industriel 407 Divers,PROD_FINI,1128.65,623.1,DEPOT NORD,0,ART-407,DIVERS,CLIENT_AUTO,1128.65
2026-03-15,ART-1357,Article Industriel 357 Visserie,COMPOSANT,155.75,500.81,MAGASIN CENTRAL,0,ART-357,VISSERIE,CLIENT_AUTO,155.75
2026-04-30,ART-1087,Article Industriel 87 Electronique,ACHAT_DIR,1057.56,578.83,DEPOT NORD,0,ART-87,ELECTRONIQUE,DIVERS_LOCAL,105.76
2026-03-05,ART-1595,Article Industriel 595 Electronique,PROD_FINI,1246.05,111.72,DEPOT A,0,ART-595,electronique,INTERNE,1246.05
2026-02-05,ART-1598,Article Industriel 598 Metallurgie,MAT_PREM,1213.59,368.29,DEPOT A,0,ART-598,METALLURGIE,INTERNE,1213.59
2026-04-30,ART-1165,Article Industriel 165 Plastique,ACHAT_DIR,6.88,353.08,DEPOT B,1,ART-165,PLASTIQUE,DIVERS_LOCAL,6.88
2026-02-15,ART-1617,Article Industriel 617 Emballage,PROD_FINI,1169.12,437.42,ATELIER 1,0,ART-617,EMBALLAGE,CLIENT_AERO,1169.12
2026-03-05,ART-1187,Article Industriel 187 Visserie,ACHAT_DIR,1256.28,596.55,DEPOT A,1,ART-187,VYSSÉRYÉ,CLIENT_AUTO,1256.28
2026-03-15,ART-1435,Article Industriel 435 Hydraulique,EMBALLAGE,1094.41,256.84,MAGASIN CENTRAL,0,ART-435,HYDRAULIQUE,DIVERS_LOCAL,1094.41
2026-04-05,ART-1205,Article Industriel 205 Hydraulique,COMPOSANT,219.1,547.0,Dépôt A,0,ART-205,HYDRAULIQUE,DIVERS_LOCAL,219.1
2026-01-15,art-1010,Axe Cylindrique Acier C45,MAT_PREM,649.05,129.61,DEPOT NORD,0,AXE-C45,METALLURGIE,EXPORT_EU,649.05
2026-04-05,ART-1089,Article Industriel 89 Metallurgie,COMPOSANT,337.18,554.14,DEPOT A,1,ART-89,METALLURGIE,CLIENT_AUTO,337.18
2026-03-15,ART-1232,Article Industriel 232 Plastique,COMPOSANT,973.6,141.56,DEPOT A,0,ART-232,PLASTIQUE,CLIENT_AERO,973.6
2026-03-15,ART-1650,Article Industriel 650 Visserie,ACHAT_DIR,1043.14,125.48,MAGASIN CENTRAL,0,ART-650,VISSERIE,CLIENT_AUTO,1043.14
2026-03-31,ART-1246,Article Industriel 246 Emballage,COMPOSANT,907.86,,DEPOT B,0,ART-246,EMBALLAGE,EXPORT_EU,907.86
31/03/2026,ART-1501,Article Industriel 501 Metallurgie,COMPOSANT,359.45,418.49,DEPOT B,0,ART-501,METALLURGIE,CLIENT_AERO,359.45
2026-04-05,ART-1621,Article Industriel 621 Emballage,ACHAT_DIR,14.71,442.3,DEPOT B,0,ART-621,EMBALLAGE,CLIENT_AUTO,14.71
2026-04-30,ART-1241,Article Industriel 241 Divers,EMBALLAGE,1066.22,349.3,ATELIER 1,0,ART-241,DIVERS,INTERNE,1066.22
2026-02-15,ART-1263,Article Industriel 263 Emballage,PROD_FINI,959.1,542.85,DEPOT A,0,ART-263,EMBALLAGE,EXPORT_EU,959.1
2026-04-15,ART-1465,Article Industriel 465 Electronique,EMBALLAGE,1006.68,406.88,DEPOT B,0,ART-465,ELECTRONIQUE,DIVERS_LOCAL,1006.68
2026-03-05,ART-1437,Article Industriel 437 Metallurgie,PROD_FINI,1381.76,347.15,DEPOT NORD,0,ART-437,METALLURGIE,EXPORT_EU,1381.76
2026-03-05,ART-1428,Article Industriel 428 Hydraulique,ACHAT_DIR,1016.38,345.27, DEPOT NORD ,0,ART-428,HYDRAULIQUE,CLIENT_AERO,1016.38
2026-03-05,ART-1466,Article Industriel 466 Metallurgie,MAT_PREM,824.77,504.81,DEPOT A,0,ART-466,METALLURGIE,INTERNE,824.77
2026-03-05,ART-1752,Article Industriel 752 Visserie,COMPOSANT,1059.36,142.43,DEPOT B,1,ART-752,VISSERIE,INTERNE,1059.36
2026-03-31,ART-1106,Article Industriel 106 Metallurgie,PROD_FINI,91.7,342.59,DEPOT A,0,ART-106,METALLURGIE,INTERNE,91.7
2026-02-15,ART-1066,Article Industriel 66 Hydraulique,PROD_FINI,1278.02,193.82,DEPOT A,0,ART-66,HYDRAULIQUE,CLIENT_AERO,1278.02
2026-01-31,ART-1411,Article Industriel 411 Metallurgie,COMPOSANT,690.67,17.78,ATELIER 1,0,ART-411,METALLURGIE,CLIENT_AUTO,690.67
2026-03-05,ART-1502,Article Industriel 502 Plastique,MAT_PREM,283.8,132.56,DEPOT NORD,0,ART-502,PLASTIQUE,CLIENT_AUTO,283.8
2026-03-31,ART-1060,Article Industriel 60 Emballage,COMPOSANT,430.95,573.82,ATELIER 1,0,ART-60,EMBALLAGE,DIVERS_LOCAL,430.95
2026-02-15,ART-1786,Article Industriel 786 Divers,PROD_FINI,198.29,124.2,MAGASIN CENTRAL,0,ART-786,DIVERS,INTERNE,198.29
2026-01-31,ART-1192,Article Industriel 192 Divers,ACHAT_DIR,1396.54,61.28,DEPOT A,0,ART-192,DIVERS,INTERNE,1396.54
2026-03-31,ART-1522,Article Industriel 522 Electronique,MAT_PREM,1407.2,538.96,DEPOT NORD,0,ART-522,ELECTRONIQUE,EXPORT_EU,1407.2
2026-04-30,ART-1460,Article Industriel 460 Visserie,PROD_FINI,1061.48,262.45,ATELIER 1,1,ART-460,VISSERIE,DIVERS_LOCAL,1061.48
2026-01-31,ART-1326,Article Industriel 326 Visserie,PROD_FINI,486.91,88.36,DEPOT A,0,ART-326,VISSERIE,CLIENT_AUTO,486.91
2026-01-31,ART-1051,Article Industriel 51 Electronique,EMBALLAGE,559.66,178.84,DEPOT NORD,0,ART-51,ELECTRONIQUE,EXPORT_EU,559.66
2026-04-05,ART-1132,Article Industriel 132 Metallurgie,PROD_FINI,784.91,156.18,MAGASIN CENTRAL,0,ART-132,METALLURGIE,CLIENT_AERO,784.91
2026-02-28,ART-1213, Article Industriel 213 Divers,ACHAT_DIR,868.03,312.6,DEPOT NORD,0,ART-213,DIVERS,EXPORT_EU,868.03
2026-03-05,ART-1710,Article Industriel 710 Hydraulique,EMBALLAGE,1259.94,342.05,ATELIER 1,0,ART-710,HYDRAULIQUE,EXPORT_EU,1259.94
2026-04-30,ART-1617,Article Industriel 617 Emballage,PROD_FINI,"576,43",311.3,MAGASIN CENTRAL,0,ART-617,EMBALLAGE,INTERNE,576.43
2026-02-05,ART-1098,Article Industriel 98 Divers,EMBALLAGE,858.37,643.45,MAGASIN CENTRAL,0,ART-98,DIVERS,CLIENT_AUTO,858.37
2026-04-30,ART-1179,Article Industriel 179 Metallurgie,MAT_PREM,103.1,297.13,ATELIER 1,0,ART-179,METALLURGIE,EXPORT_EU,103.1
2026-04-30,ART-1500,Article Industriel 500 Metallurgie,EMBALLAGE,966.71,117.39,DEPOT A,1,ART-500,METALLURGIE,EXPORT_EU,966.71
2026-01-05,ART-1508,Article Industriel 508 Plastique,PROD_FINI,245.28,108.45,DEPOT B,0,ART-508,PLASTIQUE,CLIENT_AUTO,245.28
2026-04-05,ART-1061,Article Industriel 61 Visserie,PROD_FINI,1052.6,210.64,DEPOT A,1,ART-61,VISSERIE,CLIENT_AUTO,1052.6
2026-03-15,ART-1476,Article Industriel 476 Electronique,EMBALLAGE,41.31,637.58,DEPOT A,0,ART-476,ELECTRONIQUE,INTERNE,41.31
2026-04-30,ART-1228,Article Industriel 228 Electronique,ACHAT_DIR,466.53,602.42,ATELIER 1,0,ART-228,ELECTRONIQUE,EXPORT_EU,466.53
2026-03-05,ART-1566,Article Industriel 566 Visserie,EMBALLAGE,545.15,850000.00,DEPOT A,0,ART-566,VISSERIE,DIVERS_LOCAL,545.15
2026-02-28,ART-1776,Article Industriel 776 Divers,COMPOSANT,834.45,136.15,ATELIER 1,1,ART-776,DIVERS,INTERNE,834.45
2026-04-15,ART-1165,Article Industriel 165 Plastique,ACHAT_DIR,466.21,538.21,DEPOT NORD,0,ART-165,PLASTIQUE,CLIENT_AERO,466.21
2026-04-30,ART-1446,Article Industriel 446 Emballage,MAT_PREM,602.0,542.41,ATELIER 1,0,ART-446,EMBALLAGE,DIVERS_LOCAL,602.0
2026-03-05,ART-1420,Article Industriel 420 Metallurgie,PROD_FINI,327.06,551.45,ATELIER 1,0,ART-420,METALLURGIE,EXPORT_EU,327.06
,ART-1660,Article Industriel 660 Hydraulique,COMPOSANT,1374.64,576.98,DEPOT NORD,1,ART-660,HYDRAULIQUE,CLIENT_AERO,1374.64
2026-04-05,ART-1359,Article Industriel 359 Hydraulique,COMPOSANT,564.67,637.93,MAGASIN CENTRAL,0,ART-359,HYDRAULIQUE,EXPORT_EU,564.67
2026-02-28,ART-1327,Article Industriel 327 Metallurgie,ACHAT_DIR,716.89,567.35,DEPOT NORD,0,ART-327,METALLURGIE,EXPORT_EU,716.89
2026-02-30,ART-1377,Article Industriel 377 Divers,ACHAT_DIR,1404.77,533.83,ATELIER 1,0,ART-377,DIVERS,INTERNE,1404.77
2026-03-05,ART-1139,Article Industriel 139 Visserie,COMPOSANT,346.64,207.09,ATELIER 1,0,ART-139,VISSERIE,INTERNE,346.64
2026-03-31,ART-1790,Article Industriel 790 Electronique,MAT_PREM,"350,16",92.17,DEPOT B,1,ART-790,ELECTRONIQUE,CLIENT_AERO,350.16
2026-04-30,ART-1543,Article Industriel 543 Plastique,COMPOSANT,641.48,150.73,MAGASIN CENTRAL,0,ART-543,PLASTIQUE,CLIENT_AERO,641.48
2026-04-05,ART-1299,Article Industriel 299 Divers,COMPOSANT,441.13,334.87,DEPOT B,0,ART-299,DIVERS,CLIENT_AERO,441.13
2026-03-31,ART-1676,Article Industriel 676 Plastique,MAT_PREM,891.8,305.7,ATELIER 1,0,ART-676,PLASTIQUE,CLIENT_AUTO,891.8
2026-02-15,ART-1086,Article Industriel 86 Divers,COMPOSANT,78.37,358.53,MAGASIN CENTRAL,0,ART-86,DIVERS,EXPORT_EU,78.37
2026-02-28,ART-1703,Article Industriel 703 Visserie,COMPOSANT,936.23,597.84,DEPOT B,0,ART-703,VISSERIE,CLIENT_AERO,936.23
2026-02-15,ART-1595,Article Industriel 595 Electronique,PROD_FINI,49.64,494.38,DEPOT A,0,ART-595,ELECTRONIQUE,DIVERS_LOCAL,49.64
2026-01-31,ART-1666,Article Industriel 666 Visserie,ACHAT_DIR,1211.39,510.17,DEPOT A,0,ART-666,VISSERIE,EXPORT_EU,1211.39
2026-02-05,ART-1042,Article Industriel 42 Electronique,EMBALLAGE,511.73,620.64,atelier 1,0,ART-42,ELECTRONIQUE,CLIENT_AUTO,511.73
2026-03-15,ART-1473,Article Industriel 473 Hydraulique,EMBALLAGE,486.77,601.0,DEPOT NORD,1,ART-473,HYDRAULIQUE,CLIENT_AERO,486.77
